Eps,Min_samples,Purity
0.1,3,0.25382262996941896
0.2,3,0.2609582059123344
0.3,3,0.3058103975535168
0.4,3,0.4108053007135576
0.5,3,0.5341488277268094
0.6,3,0.636085626911315
0.7,3,0.7217125382262997
0.8,3,0.7951070336391437
0.9,3,0.8419979612640163
1,3,0.8868501529051988
